"Treinamento","CATEGORIAS_1","(0: irrelevante ; 1: relevante ; 2: muito relevante)"
"coisas inúteis sobre mim

altura— 1,71
tamanho do pé— 39, 40
signo— sagitário
tatuagens— 0 
piercing— 0
cor fav — preto e azul 
série fav— friends e ahs
animal fav— domésticos em geral
comida favー salmão grelhado
bebida fav — coca cola e pepsi https://t.co/xuugb7kbv2 https://t.co/hno5c4x3sx","2",""
"coisas inúteis sobre mim:

altura — 1,64
idade — 16
tamanho do pé — 36
tatuagens — 0
piercing — 1
cor fav — azul
série fav — diário de um vampiro
animal fav — gato
comida fav ー strogonoff 
bebida fav — coca cola/ chevette
jogo fav — nenhum","2",""
"hoje a coca-cola não patrocina mais clubes de futebol não né?","0",""
"inclusive uma vez engasguei com um pedaço de carne oq me salvou foi oq

coca cola 👍🏻👍🏻👍🏻👍🏻👍🏻","1",""
"coisas inúteis sobre mim 

altura — 1,66
idade — 15
tamanho do pé — 38
signo — aquário
tatuagens — 0
piercing — 1
cor fav — preto
série fav — anne with an e
animal fav — cachorro 
comida fav ー purê de batata
bebida fav —  coca cola 
jogo fav — uno kkkkk https://t.co/t5ik0eupch","2",""
"@stilinskilz apesar da hora amg coca cola ajuda, mas caso não tenha vai tomando água aos pouquinhos e melhoras viu?","0",""
"coisas inúteis sobre mim:
altura — 1,70
idade — 20
tamanho do pé — 38
signo — peixes
tatuagens — 10 eu acho 
piercing — 1
cor fav — amarelo
série fav — the 100
 favoritismo 
animal fav — cachorro  
comida fav ー strogonoff 
bebida fav — coca-cola 🥱 https://t.co/nrf0i9kcwc","2",""
"@levensteineiei aproveitem e vejam outro clássico dele: casa, carinho e coca-cola

https://t.co/w4si9b1la7","0",""
"mano eu odeio coca cola","2",""
"eu lembro dela falando ""você é um péssimo líder kk vou roubar seu lugar. mas pega refrigerante pra mim ali fazendo favor.""

eu: comunista não toma coca cola kk💫","0",""
"eu com a rinite atacada e vou fazer oq? isso mesmo beber coca cola pra morrer mesmo","1",""
"mania boba de querer comer salgado e tomar coca cola todo dia de manhã","0",""
"achei uma rádio um dia desses e agora de noite ela lançou uma sequência de geração coca-cola, breakaway da kelly clarkson e snow do red hot

simplesmente a rádio mais inspiradora e random do país","0",""
"acabei de comer uma panela de mingal e pedi um pastel e um litro de coca cola, onde que eu vou parar se eu comer feito uma desesperada sempre que tô ansiosa","0",""
"@yvesiaiisa vc vai comer banana com coca cola vei?","0",""
"@lydiancora ......dayane coca cola não hidrata dayane","0",""
"coca-cola tem 239 vagas em sc - https://t.co/gmkzmxbtep https://t.co/ulqkxyuoht","0",""
"coisas inúteis sobre mim

altura—1,58
idade—16
tamanho do pé— 37
signo— peixes
tatuagens—0
piercing— 1
cor fav— azul índigo e vermelho
série fav— black mirror
animal fav— gato
comida favー macarrão
bebida fav— coca cola
jogo fav— life is strange https://t.co/oev0xi70e3","2",""
"grupo da coca-cola abre 258 vagas temporárias para projeto verão; confira a inscrição:
https://t.co/644opmoqdy","0",""
"deus, afasta de mim essa vontade de um copo de coca-cola estupidamente gelado","1",""
"tenho pra mim que coca cola faz muito bem mas a indústria farmacêutica não quer que a gente saiba e criou essa imagem negativa dela","0",""
"sou o restinho de coca cola sem gás no fundo da geladeira. https://t.co/p9hhraqfv7","0",""
"coca cola com gelo de coco é mt bom, qq coisa fica bom c esse maldito gelo.","0",""
"eu na casa dela e só pipoca e coca cola","0",""
"tenho que parar de achar que coca cola é remédio","1",""
"coisas inúteis sobre mim

altura — 1,58
tamanho do pé — 36
signo — sagitário
tatuagens — 0 
piercing — 0
cor fav — preto/roxo
série fav — legends of tomorrow
animal fav — cachorro (????)
comida fav — baião de dois
bebida fav — coca cola
jogo fav — fallout 76 https://t.co/wjuxqn6ale","2",""
"prove que vc eh gamer qual foi sua atitude mais gamer de hj

eu: xinguei minoria e tomei 6 latinhas de coca cola","0",""
"coisas inúteis sobre mim 

altura — 1,56
idade — 12
tamanho do pé — 35/36
signo — câncer
tatuagens — 0
piercing — 0
cor fav — preto e amarelo
anime fav — naruto e black clover
animal fav — gato 
comida fav ー pizza
bebida fav - água e coca cola
jogo fav — não tenho um jogo fav https://t.co/63mo2ipuwm","2",""
"rt @dattebayo_kun: e o naruto que olhou pra hinata como se ela fosse a última coca cola do deserto https://t.co/6vwgtz6ovu","0",""
"rt @thaispontes: mais um dia tendo que lidar com a vontade louca de tomar coca-cola","1",""
"eu só queria um: açaí, hambúrguer, batata frita ,strogonoff, coca cola ,macarrão, torta de limão, musse de maracujá","0",""
"coisas inúteis sobre mim
altura — 1,76
idade — 21
tamanho do pé — 37/38
signo — libra
tatuagens — 0 😭
piercing — 1 
cor fav — preto 
série fav — a maldição da residência hill
animal fav — gato ~ varia 
comida fav— strogonoff de frango 
bebida fav — coca cola https://t.co/ywn62qfinn","2",""
"resultados do calor: comi resto de pão e resto de coca-cola no ""jantar"". agora, deitada no chão achando que vai morrer.","0",""
"meu professor falando que tem família que toma refri feito água e eu só lembro da inês servindo uma coca-cola de 2l pra cada convidado https://t.co/bcycaexb84","0",""
"coisas inúteis sobre mim
altura — 1,57
idade — 19
tamanho do pé — 34
signo — virgem
tatuagens — 0
piercing — 0
cor fav — azul e amarelo
série fav — greys anatomy
animal fav — cachorro
comida fav — lasanha
bebida fav — coca cola https://t.co/qyrxck2cqx","2",""
"mandando a real pra coca cola https://t.co/d6p1rvv39v","0",""
"rt @g_curii: 12 pila a coca cola porra assim não dá né","0",""
"coisas inúteis sobre mim
altura — 1,69
idade — 17
tamanho do pé — 39
signo — aquário 
tatuagens — 2
piercing — 3
cor fav — azul 
série fav —  
animal fav — cachorro
comida fav ー strogonoff 
bebida fav — coca-cola https://t.co/r3rh3rswa8","2",""
"@ezequielbitenc6 essa  mamaezinha querida  era igualzinha  à  minha mãe  adotiva. 
chama-se:mamaezinha  https://t.co/trf7xowr05 a atuação  magistral  de  joan crawford.é  a história  dela,
a  dona da  coca-cola. 
é  verídica. https://t.co/1ox1mjcs9i","0",""
"coisas inúteis sobre mim

altura — 1,63
tamanho do pé — 39/40
signo — virgem
tatuagens — 0
piercing — segundo furo conta?
cor fav — azul
série fav — the office
animal fav — cachorros
comida fav — sushi
bebida fav — coca cola
jogo fav — spider-man ou detroit: become human https://t.co/bgxstcq430","2",""
"camarão e coca cola bem gelada 🦐😅","0",""
"@cocacola_br me patrocinem, até minha gata se chama coca - cola https://t.co/q7eelcm5vl","0",""
"qria uma coca cola com gelo e limão","1",""
"hoje saí de casa para iniciar mais uma semana de pré campanha e me deparo com a notícia do encerramento de atividades da coca-cola em teresina, tirando 100 empregos de pais e mães de família de nossa cidade +","0",""
"vamos se encontrar, vamos se usar
cola que nem coca, chama aí que eu vou colar","0",""
"viu esse tweet, poste um vídeo aleatório seu 

por esses e outros motivos q eu devia parar de tomar coca cola https://t.co/txrp5gnidn https://t.co/jdnwjixgwy","1",""
"rt @portalbandab: grupo da coca-cola abre 258 vagas temporárias para projeto verão; confira a inscrição:
https://t.co/644opmoqdy","0",""
"um pratinho de pão de alho e uma coca-cola bem gelada https://t.co/rvf5ilfrh6","0",""
"aqui no ônibus tem uma senhora com uma placa escrita que o corona é uma arma genocida orgânica e que foi fabricada pela coca-cola e pela cia","0",""
"nos anos 80 só o que tinha era clubes com patrocínio da coca-cola. ""geração coca-cola"".","0",""
"é tão bom quando vc vai numa festa e nem encostar cachaça e só ficar na coca cola 🥰💪🏾","1",""
"@rafaelfrizeiro_ vai achando que coca cola dá sangue kkkkkkkkkkkk","0",""
"dias sem coca cola: 2
nosso recorde é: a idade que eu tinha quando comecei a tomar mas fora isso deve ser tipo 5","1",""
"coisas inúteis sobre mim

altura— 1,65
tamanho do pé— 35
signo— gêmeos 
tatuagens— 0
piercing— 0
cor fav— preto
série fav— suits
animal fav— cachorro
comida fav— pizza
bebida fav— coca cola https://t.co/of0yrrhmto","2",""
"coisas inúteis sobre mim
altura — não interessa
idade — 14
tamanho do pé — não interessa
signo — transformer
tatuagens — quero
piercing — 0
cor fav — preto
série fav — série de anime vale?
animal fav — gato
comida fav ー pizza
bebida fav — coca-cola","2",""
"@juanborrelli cóca cola forever","2",""
"tô tão viciada em coca cola😩","1",""
"um coca cola gelada estalando o gelo no copo agora....","0",""
"coisas inúteis sobre mim
altura — 1,75
idade — 36
tamanho do pé — 42
signo — aquário
tatuagens — 4
piercing — orelha
cor fav — vermelho
série fav — the it crowd
animal fav — gato
comida fav ー strogonoff
bebida fav — coca cola
jogo favorito - earthworm jim https://t.co/ezsz5adz0a","2",""
"coisas inúteis sobre mim

altura — 1,73
tamanho do pé — 37
signo — virgem
tatuagens — 0
piercing — 0
cor fav — amarelo
série fav — agents of shield
animal fav — girafa
comida fav — strogonoff e lasanha
bebida fav — coca cola
jogo fav — uncharted 4 https://t.co/uhut1ufjeb","2",""
"coca- cola é vida 🤤 https://t.co/ovzzvrx9av","2",""
"@vaieocliion skdksk eu tenho um frigobar com engradado de coca-cola cafeinada eu queria que fosse meme mas eh só um problema msm","1",""
"kibado

altura — 1,68
tamanho do pé — 35
signo — libra
tatuagens — 3
piercing — 1
cor fav — azul
anime fav — narutinho
animal fav — doguinhos
comida fav — pizza
bebida fav — coca cola
jogo fav — lol","2",""
"rt @pretinhadessa_: e eu que acordo procurando coca cola 🤦‍♀️","1",""
"coisas inúteis sobre mim

altura — 1,62 (anã, eu sei)
tamanho do pé — 36
signo — virgem
tatuagens — 0 
piercing — 0
cor fav — roxo
série fav — supernatural
animal fav — gato (pq tenho um)
comida fav — qualquer coisa q seja massa
bebida fav — coca cola 
jogo fav — nenhum https://t.co/jnejavvuii","2",""
"acordei e já tinha coca cola na geladeira ! 

mas eu queria fanta laranja 😂","1",""
"coisas inúteis sobre mim

altura— 1,69
tamanho do pé— 39
signo— libra 
tatuagens— 0
piercing— 0
cor fav— azul
série fav— grey’s anatomy 
animal fav— nenhum 
comida fav— lasanha 
bebida fav— coca cola https://t.co/oyp2sfrnna","2",""
"coisas inúteis sobre mim
altura — 1.80
idade — 21
tamanho do pé — 42
signo — leão 
tatuagens — 0
piercing — 0
cor fav — preto
série fav — lucifer
animal fav — cachorro
comida fav ー strogonoff/lasanha 
bebida fav — coca cola https://t.co/ea6i5okmkd","2",""
"kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk

imagina vc tá de boa e do nada voa uma coca cola da sua janela quebrando tudo

kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk https://t.co/surbiqvnjt","0",""
"@mcarulinax_ amiga eu te entendo, toda vez que eu bebo coca cola eu sono gosto de álcool","0",""
"@guarana apaga o tweet, se nao terei q te trocar pela coca cola","1",""
"eu fico me sentindo a própria iza quando as namoradas dos meus amigos me bloqueiam nas redes sociais deles, fico me sentindo a última coca cola do deserto","0",""
"@babi nem prestei atenção. só queria coca cola em dobro kkkkkkkk","1",""
"rt @nelpiaui: o piauí amanheceu triste hoje,a coca cola anunciou o fechamento de sua produção no piaui. este é o governo da destruição. o p…","0",""
"@resenndejulia jurei que era só eu que não gpstava de coca cola","2",""
"coisas inúteis sobre mim
altura — 1,63
idade — 15
tamanho do pé — 37/38
signo — capricórnio 
tatuagens — 0
piercing — 0
cor fav — azul
série fav — lcdp
animal fav — n tenho 
comida fav ー churrasco 
bebida fav — coca cola https://t.co/kpv9opgnpv","2",""
"sujeito que fez isso aqui tava sonhando alto com adidas &amp; coca-cola como patrocínio master 😜 https://t.co/eopcrkhbc3","0",""
"eu fiz uma chá matte e ele tá mais preto que uma coca cola","0",""
"coisas inúteis sobre mim 

altura — 1,62
idade — 18
tamanho do pé — 36/37
signo — câncer
tatuagens — 1
piercing — 1
cor fav — azul
anime fav — kakegurui, não me julga 🙏😭
animal fav — cachorro
comida fav ー frango frito 
bebida fav - coca-cola 
jogo fav — mobile legends https://t.co/qvuloo1sgm","2",""
"@brunasantini com o calor que ainda está fazendo agora de noite, uma coca-cola acompanhada de um pão com mortadela seria bom demais.","0",""
"@ta_vinhu mds eu acho q a minha visão de vc eh mt mais q a porra da coca cola pq vc aaaaaaaaa

n sei explicar

eh tipo a visão da cavaleira leo vendo o fooly so que mais","0",""
"@shefeelsowoman mas amg coca cola sabor café é mto gostoso vei, nem minhas maconha é tão boa assim pfv","2",""
"@larinhaaaahh @yasmimwolfarth vc n pode usar cabelo liso pq eh mais normal em branco, vc n pode jogar mine pq foi feito por um branco, vc n pode jogar xbox/playstation pq foi feito por um branco, vc n pode morar em uma casa pois talvez o construtor era branco, vc n pode tomar coca cola pq um branco q fez","0",""
"coca cóla is plonk","0",""
"ódio desse top de 5 segundos da globo patrocinado pela coca-cola... vontade de uma coquinha gelada agora 😔","1",""
"rt @mila_sagitarian: coca cola gelada é vida 😍","2",""
"coisas inúteis sobre mim
altura — 1,60
idade — 24
tamanho do pé —36
signo — leão
tatuagens — 8
piercing — nenhum, mas já tive nariz e septo
cor fav — preto
série fav — friends 
animal fav — cachorro
comida fav ー sushi
bebida fav — coca cola 
jogo fav — irmãos a obra https://t.co/fu48htuuwd","2",""
"pq coca cola é tão bom","2",""
"rt @gomes_lucienne: eu bebo coca cola como se fosse água, um vício horroroso 🤦🏾‍♀️","1",""
"eu amo saudade da noite das gu regada a pizza coca cola e filmes ruins https://t.co/jkbzrbxx5g","0",""
"já tive mts recaídas hoje mas graças a deus não tomei coca cola!!!!!","1",""
"enchi o cu de coca-cola o dia todo pra lembrar só a noite que eu estava tirando essa coisa da minha vida","0",""
"coisas inúteis sobre mim
altura — 1,77
idade — 20 
tamanho do pé — 40
signo — capricórnio 
tatuagens — 12 por enquanto
piercing — 8
cor fav — preto
série fav — várias
animal fav — cachorro
comida fav ー strogonoff 
bebida fav — infelizmente coca cola https://t.co/bndy6vqkyh","2",""
"rt @teressanteguiga: eu ainda não acredito que existe gente que não gosta de coca cola","2",""
"retornável só a coca - cola bebê,  se eu for, eu não volto . 😴🤗","0",""
"nossa do fundo do meu coração não sei pq vcs pagam pau pra coca cola, todo mundo sabe que pepsi é maior e melhor","2",""
"eu sou viciadissima em coca cola meu deusss","1",""
"coisas inúteis sobre mim
altura — 1,68 ????? por aí 
idade — 17
tamanho do pé — 37
signo — gêmeos 
tatuagens — 0
piercing — 3
cor fav — azul
série fav — outlander
animal fav — coruja
comida fav ー pastel kk
bebida fav — coca cola né. https://t.co/f3t1cgbxk3","2",""
"rt @wittitzz: se tivesse coca cola na casa da sara ia ser mais ou menos assim a nossa conversa","0",""
"empresas para qual sou uma puta:

- hbo
- google
- estúdios a24
- supercell
- picpay

empresas que não quero nem de graça:

- apple
- netflix
- disney (ainda não 100%)
- coca cola","1",""
"@gaymilla_ nunca mais vou beber coca cola senão viro bolsominiom","0",""
"altura — 1,70
tamanho do pé — 38/39
signo — libra
tatuagens — 0 
piercing — 1
cor fav — preto e vermelho
série fav — friends,b99 e awae
animal fav — cachorro
comida fav — strogonoff
bebida fav — coca cola
jogo fav — tem n https://t.co/622mvsa6w9","2",""
"eu penso em coca-cola várias vzs ao dia.","1",""
"uma hora dessa eu só queria uma coca cola","1",""
"coisas inúteis sobre mim
altura — 1,52
idade — 15
tamanho do pé — 35
signo — touro
tatuagens — 0
piercing — 0
cor fav — preto / azul
série fav — the rain 
animal fav — cachorro
comida fav — carreteiro
bebida fav — coca cola https://t.co/ahtseygw0w","2",""
"pra mim já chega de instagram

uma menina no meio de uma pandemia viajou pro rio de janeiro

a outra tá tomando coca cola no café da manhã","0",""
"nada melhor do que um omelete com queijo dentro de um pão e um copao de coca cola","0",""
"@respirafarel aiii amigo eu dei uma inchada forte na quarentena vou cortar o sódio da coca-cola kkkk","0",""
"@larissartorres @massabm #economia | donas de depósito compram todo o estoque de coca-cola. https://t.co/lygpjyuxke","0",""
"@pxx_juliaaa anna clara é a coisa mais linda desse mundo e eu vou pagar um x-tudo com direito a coca cola pra ela","0",""
"coisas inúteis sobre mim
altura — 1,64
idade — 23
tamanho do pé — 36
signo — leão
tatuagens — 7
piercing — 0
cor fav — azul
série fav — friends
animal fav — cachorro/gato n consigo decidir 
comida fav ー macarrão com molho 4 queijos gratinado kkkkk
bebida fav — coca cola https://t.co/ermarqb9e9","2",""
"@miiguelrosadoo já tenho as pipocas e a coca-cola","0",""
"coisas inúteis sobre mim 

altura — 1,54
idade — 17
tamanho do pé — 35
signo — libra
tatuagens — 0 (ainda)
piercing — 1
cor fav — rosa
série fav — himym
animal fav —  poxa eu amo td animal mas acho q cachorro
comida fav — frango assado c batata frita
bebida fav — coca cola 😍 https://t.co/2aekbzqsq5","2",""
"comendo empada e tomando coca cola as 8 da manhã. eu não tenho um pingo de dó do meu estômago....","0",""
"prometo beber menos coca cola https://t.co/4ysphdbczw","0",""
"rt @vgregoorio: to desejando um copao de coca cola do mc donalds","1",""
"coisas inúteis sobre mim

altura: 1,70
tamanho do pé: 36
signo: sagitário  
tatuagens: 8
piercing: 0
cor fav: verde
série fav: friends, the office, spin out
animal fav: gatos
comida fav: sushi/ lanche
bebida fav: coca cola 
jogo fav: guitar hero https://t.co/sfiyss2xvp","2",""
"lembrando da esquizo que enchia o cu de remédios tarja preta e vivia compartilhando no fb que coca-cola tinha ratos e outras maravilhas","0",""
"pepsi é muito melhor q coca cola","2",""
"@moacirsalvatore @cocacola_br @cocacola_br vamos fazer uma campanha com a maior consumidora de coca cola a moacir? a campanha vai ser um sucesso","0",""
"coisas inúteis sobre mim
altura — 1,50
idade — 16
tamanho do pé — 34/35
signo — escorpião 
tatuagens — 0
piercing — no momento to sem
cor fav —  rosa
série fav — lucifer
animal fav — 
comida fav-- camarão 
bebida fav — coca-cola https://t.co/uc0k4ry73u","2",""
"@brucamarg_ crime é n gostar de coca cola","1",""
"sem álcool eu fico agora deixa eu tentar ficar sem coca cola, rapaz https://t.co/hcktrcz0t4","1",""
"toda vez que chego na academia peço perdão por todas as vezes que comi coxinha com coca-cola no café da manhã.","0",""
"deu vontade de tomar uma coca-cola bem gelada com bastante gelo e limão","1",""
"coisas inúteis sobre mim
altura — 1,56
idade — 17
tamanho do pé — 34
signo — touro 
tatuagens — 2
piercing — 0
cor fav — azul 
série fav — blindspot e himym 
animal fav — cachorro e gato 
comida fav ー misto quente e pastel 
bebida fav — coca cola https://t.co/ttdfwowrls","2",""
"rt @fodasitonemaii: 70% do meu corpo é coca cola","1",""
"meus dado já tão td na mão do zuck mesmo

coisas inúteis sobre mim
altura - 1,70
idade - 21 
tamanho do pé - 38
signo - virgem
tatuagens - 0 (ainda)
piercing - 0
cor fav - 🛑
série fav - sherlock
animal fav - 🐶 
comida fav - 🦐
bebida fav -  coca-cola
jogo fav - detroitbh https://t.co/wjdgubbuvw","2",""
"coisas inúteis sobre mim
altura — 1,63
idade — 13
tamanho do pé — 37
signo — aquário 
tatuagens — 0
piercing — 2
cor fav — preto
série fav — eu nunca 
animal fav — cachorro e gato
comida fav ー lanche do mc ou bk 
bebida fav — coca cola https://t.co/ugwxsfnv43","2",""
"isabel me chamando pra ir comer camarão e beber coca cola amo esse pinguinho de gente😂minha princesa💓","0",""
"rt @___gabriela09: uma hora dessa eu só queria uma coca cola","1",""
"eu sou amante de coca cola sim mano","2",""
"e eu que coleciono lata de coca-cola, se acontecer qqr coisa eu amasso elas e ganho dinheiro🤰🏻
https://t.co/sdaxuxz94w","0",""
"@vicenttejuliana coxinha de frango quentinha com uma coca-cola bem gelada 🤩","1",""
"@juno_dluk eu aí, uma vez me dei conta que estava bebendo uma garrafinha de coca cola em cima de uma bicicleta ergométrica em casa. parei de fazer. hauaahahahaahh","0",""
"@heillovelyv vo mandar uma coca cola https://t.co/zpodtb2kts","0",""
"rt @rdjuse: suco de abacaxi com hortelã bota coca-cola pra mamar","1",""
"coca cola sou gente ne https://t.co/ajiwwkdnso","0",""
"coisas inúteis sobre mim
altura — 1,75
idade — 20
tamanho do pé — 40
signo — câncer 
tatuagens — 0
piercing — 0
cor fav — azul e cinza
série fav — the walking dead
animal fav — cachorro 
comida fav — churrasco
bebida fav — coca cola
ninguém tá nem aí mas é nós gurizada https://t.co/2bzeuwrfyv","2",""
"@ybfonseca_ @thomzxx kkkkkkkkkkkkkkkk alô coca-cola me patrocina","0",""
"mano eu tomo coca cola pra caralho vsf","1",""
"rt @katienemartins2: pão com ovo é queijo, e coca cola e mto bom me entupo 😆","1",""
"jojo achando q é a última coca cola do deserto kkk mereço viu","0",""
"tentei sair do vício da coca cola e agora arrumei dois 😩","1",""
"@xxhowru @thomzxx n se faca de sonsa, socia da coca cola","0",""
"afim de uma coca cola","1",""
"@moacirsalvatore @cocacola_br @cocacola_br faz uma campanha com a moacir, ela ama coca cola, na casa dela sempre tem coca cola","2",""
"coisas inúteis sobre mim
altura — 1,67
idade — 15
tamanho do pé — 41
signo — escorpião
tatuagens — 1
piercing — 0
cor fav — azul
série fav — the vampire diaries
animal fav —  cachorro
comida fav — strogonoff
bebida fav — coca cola https://t.co/aiisc7zzns","2",""
"@messpfc vou te apelidar de coca cola, só agita 😔✊🏽","0",""
"rt @nayronluiz17: n existe nada melhor que coca cola","2",""
"rt @dayrolgbt: como eh bom descontar todas as dores psicológicas e físicas em  coca cola","1",""
"coisas inúteis sobre mim:

altura — 1,59
idade — 19
tamanho do pé — 35
signo — leão
tatuagens — não 
piercing —  não
cor fav — preto¿
série fav — got
animal fav _ cachorro e gato
comida fav — pizza 
bebida fav — coca cola
jogo fav — sla https://t.co/ykq7heco7x","2",""
"última coca cola do deserto ele kkkkk sai fora https://t.co/39pxq6l1gt","0",""
"' eu troquei a coca-cola por fanta laranja 🥰","1",""
"rt @__surtadinha__: prometo beber menos coca cola https://t.co/4ysphdbczw","1",""
"jantando todo dia batata frita e coca cola... vamos ver até onde o meu estômago aguenta","1",""
"coisas inúteis sobre mim
altura — 1,63
idade — 16
tamanho do pé — 37
signo — libra
tatuagens — 0 
piercing — 1
cor fav — azul 
série fav — reigh
animal fav — gato 
comida fav ー chocolate 
bebida fav — whisky, coca-cola https://t.co/1actko5fyf","2",""
"como pode já acordar com sede de coca cola ? 😩","1",""
"meio doido saber que faço parte do time de mkt da solar coca-cola . 😟","0",""
"@alanzoka foi mesmo parabéns alanzinho , te pago uma coca cola depois","0",""
"coca cola geladinha é tudo pra minha carreira não dá  😡😡😡✊","2",""
"@claclazita @rogeriorb_ vo servir as coca cola so viu nada de mostrar o bumbum","0",""
"ana ferraria criou projecto de desenvolvimento pessoal com apoio da coca-cola https://t.co/hgnbfzcvux via @osetubalense","0",""
"height: 172cm
zodiac: câncer 
tattoo: 0 
drink: coca cola 
color: preto e prata

vou marcar ninguém não https://t.co/t4ltecbmpv","1",""
"@ramonrego tinha coca cola...","0",""
"coisas inúteis sobre mim
altura — 1,59cm
idade — 19
tamanho do pé — 37/38
signo  capricórnio
tatuagens — 2
piercing — 0
cor fav — amarelo
série fav — friends / gg
animal fav — dog
comida fav ー macarrão 
bebida fav — coca-cola 
jogo fav — nenhum https://t.co/hxvkuyolrz","2",""
"acho que vai ter 100 anos e uma coca cola pra eu acreditar em um eu te amo dnv, pq plmd viu","0",""
"@allansimon91 e quem disse q quando passava na globo vc não pagava? 
vc acha q a coca cola geladinha q vc tá tomando não tem publicidade incluída no custo?","0",""
"a pessoa fuma um maço de malboro, toma coca cola no lugar de água, dorme 3h da manhã, só se alimenta mal e vem falar que o infra vermelho do termômetro que vai causar câncer 😂🤷🤦","0",""
"@liviaantuness1 coca-cola kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk, que menina engraçada cr","0",""
"@descordei como assim mano, a gente tá falando da mesma coca cola? aquela que no bar é 6 conto a retornavel?","0",""
"mano cheguei do trampo com pizza e uma coca cola pai, to na larica fudida mkkkkkk","0",""
"o professor mandando ve na coca cola vei kkkk engraçado","0",""
"@eusecaguei um dia eu vou mandar um terapeuta pra sua casa 
ou uma maço de cigarro e duas coca cola 
aí vai oq o dinheiro mandar né","0",""
"coisas que eu consumiria facilmente todos os dias: biscoito treloso flocos, coca cola, pizza, sushi e yakisoba fodase","1",""
"hoje volto a trabalhar... mds!!!
que sdd: - coca-cola, jefferson, bom dia! ♡","1",""
"coisas inúteis sobre mim

altura — 1,61 😎
idade — 8
tamanho do pé — 36
signo — aquário 
tatuagens — 0
piercing — 0
cor fav — preto 
série fav — elite 
animal fav — cachorro
comida fav ー mc 
bebida fav — coca cola e água https://t.co/lggiwig5ka","2",""
"uma garota de comunidade,sonhadora, gerrera,romântica. quer ganha o mundo,  quer tê-lo como tuas conquistas, quer abraçá-lo, com um pequeno urso,  quer tomá-lo como coca-cola .e viver !essa garota não tem limites, ela anda pelas ruas da favela e toca a  lua , como se uma pipa ...","0",""
"é tanto cu p ser socado q nem coca cola tem tanta pressão kkkkkkk, vai ter q me aturar https://t.co/n3la82mdjz","0",""
"vai tomar coca cola vai https://t.co/9953u9ve1i","0",""
"@nelsonpaffi e o pt ainda tem militantes ?
o pt já era,acabou .
até a turma da mortadela e da dose de 51 com coca cola tá caindo fora.
no pt só  ficaram os meliantes e mesmo esses já começam  brigar entre si.
o pt acabooooooooooooooou!","0",""
"só pensando na minha coca cola plus café espresso que eu esqueci na geladeira do serviço hj 🥺😔","0",""
"""o john é bonitinho maa tb num é essas coca-cola toda. eu prefiro mais o tommy, c aquele olhar de peixe morto azul dele... aquela boca inchada que parece que chupou dez mil pica""","0",""
"coisas inúteis sobre mim
altura — 1,63
idade — 16
tamanho do pé — 37
signo — virgem
tatuagens — 0
piercing — 2
cor fav — branco 
série fav — alexa e katie
animal fav — cachorro 
comida fav-- frango empanado
bebida fav — coca cola https://t.co/43azsub9er","2",""
"esse joguinho do tt, tá parecendo a promoção da latinha  da coca-cola só vem nome que eu não quero","0",""
"indo de x-banana com uma gelada

coca cola gelada 😍","1",""
"@guarana meu corpo está pedindo pra eu ir pegar a coca cola","1",""
"rt @kauanmorais17_: eu fico impressionado com o tanto que coca-cola e bom, é a melhor bebida ja inventada e quem questionar tem problema","2",""
"mais um dia tendo que lidar com a vontade louca de tomar coca-cola","2",""
"@olucashofmann @ttdoluiz coca cola 8h da manhã deve fazer tão bem quanto","0",""
"coisas inúteis sobre mim

altura — 1,75
tamanho do pé — 38
signo — aries
tatuagens — 0
piercing — 1
cor fav — roxo
anime fav —  n tenho
animal fav — leão e cobra
comida fav — macarrão
bebida fav — coca cola
jogo fav — n tenho
filme fav — crepúsculo

kibei","2",""
"gente, coca-cola é uma delícia, mas vcs já tomaram um guaraná gold scrin trincando de gelado? maaaaano ♥️","2",""
"queria comer pizza lanche sushi sashimi tomar sorvete um litro de coca cola e uma coxinha","1",""
"rt @emelyferreira__: vontade de fazer um bolo, sentar com uma coca cola 2l trincando e comer sozinha 😋😋","1",""
"coisas inúteis sobre mim
altura — 1,58
idade —17
tamanho do pé — 39/40
signo — áries
tatuagens — 0
piercing — 2
cor fav — branco
série fav — csi e gossip girl
animal fav — leão
comida fav ー frango á coca cola
bebida fav — cerva
jogo fav — gta e infamous https://t.co/rflct2baju","2",""
"rt @janne_amora02: eu tomando coca cola todos os dias, a gastrite que lute 🤦🏽‍♀️","1",""
"@puchecch nem pra ser uma coca cola","0",""
"coronarrente
1-julho
2-vodka ou coca cola 
3- jp
4- df
5- la base o theatron 
6- santi
7- sim
8- t
9- os olhos, o sorriso e que me faça rir 
10- vamo lamber tudo mundo!
fav mando dm","0",""
"sou muito linda pra sofrer por um cara que nem é essa coca cola toda kakajsk","0",""
"@burunoo_ por mim tb porém to com um coca cola no pé :)","0",""
"em processo de desintoxicação de coca cola 🙃","0",""
"@tzmariana sendo a coca cola a maior produtora de lixo plástico no mundo kkkk","0",""
